order_id,customer_id,product_id,product_name,category,price,quantity,payment_method,order_date,delivery_time_days,region,returned,shipping_cost,total_amount,customer_age,customer_gender
O03311,C00208,P0016,Organic Snacks Pack,Grocery,25.05,2,Debit Card,2024-03-08,9,Africa,No,24.23,74.33,28,Male
O03312,C02667,P0005,Jeans,Fashion,57.01,2,Debit Card,2024-09-21,13,Europe,No,12.37,126.39,34,Male
O03313,C01402,P0016,Organic Snacks Pack,Grocery,24.0,4,PayPal,2025-02-08,14,Asia,No,12.52,108.52,16,Male
O03314,C00057,P0002,Laptop,Electronics,1219.94,2,Debit Card,2023-02-25,3,Asia,Yes,20.94,2460.82,30,Female
O03315,C02924,P0003,Wireless Earbuds,Electronics,136.6,1,Debit Card,2024-06-11,7,North America,No,21.93,158.53,53,Female
O03316,C02009,P0017,Coffee Beans,Grocery,18.87,2,Gift Card,2024-08-09,7,Asia,No,16.45,54.19,41,Male
O03317,C02054,P0008,Vacuum Cleaner,Home,246.23,1,Debit Card,2024-11-26,14,Europe,No,13.84,260.07,24,Male
O03318,C03719,P0008,Vacuum Cleaner,Home,250.68,1,Credit Card,2023-06-03,2,Europe,No,6.88,257.56,41,Female
O03319,C02361,P0017,Coffee Beans,Grocery,19.22,3,PayPal,2025-03-08,3,Africa,No,18.35,76.01,57,Male
O03320,C00435,P0008,Vacuum Cleaner,Home,259.7,2,Debit Card,2024-08-18,12,Africa,No,21.22,540.62,45,Male
O03321,C02398,P0012,Yoga Mat,Sports,30.22,1,Credit Card,2024-05-15,2,Europe,No,10.77,40.99,48,Male
O03322,C03338,P0009,Coffee Maker,Home,98.31,2,Debit Card,2023-03-08,10,North America,No,17.69,214.31,43,Female
O03323,C00607,P0002,Laptop,Electronics,1179.75,2,Gift Card,2023-09-16,11,South America,No,14.05,2373.55,45,Female
O03324,C02172,P0017,Coffee Beans,Grocery,19.63,1,Debit Card,2024-10-09,5,Asia,No,5.03,24.66,36,Female
O03325,C03161,P0002,Laptop,Electronics,1274.71,3,Debit Card,2023-10-09,9,Europe,No,23.43,3847.56,41,Male
O03326,C02398,P0015,Perfume,Beauty,112.5,4,Gift Card,2023-06-04,6,South America,No,15.88,465.88,43,Male
O03327,C00607,P0002,Laptop,Electronics,1293.86,4,Gift Card,2023-02-09,3,South America,No,14.76,5190.2,38,Male
O03328,C03600,P0016,Organic Snacks Pack,Grocery,24.14,4,Credit Card,2024-07-25,8,Asia,No,17.71,114.27,40,Female
O03329,C02398,P0003,Wireless Earbuds,Electronics,116.79,3,Credit Card,2024-05-23,14,South America,No,8.28,358.65,12,Female
O03330,C00607,P0006,Sneakers,Fashion,128.44,2,Debit Card,2025-06-14,4,South America,No,23.16,280.04,37,Female
O03331,C03921,P0001,Smartphone,Electronics,644.48,2,Gift Card,2025-10-05,10,Europe,No,12.67,1301.63,48,Male
O03332,C01850,P0016,Organic Snacks Pack,Grocery,25.34,1,PayPal,2025-01-06,9,Asia,No,20.65,45.99,55,Female
O03333,C03540,P0016,Organic Snacks Pack,Grocery,25.7,4,PayPal,2025-06-23,12,North America,No,14.72,117.52,42,Female
O03334,C02398,P0006,Sneakers,Fashion,122.59,2,Debit Card,2024-10-30,9,Asia,No,5.53,250.71,43,Male
O03335,C01635,P0006,Sneakers,Fashion,109.53,2,PayPal,2024-03-08,2,Asia,No,19.44,238.5,12,Female
O03336,C04118,P0015,Perfume,Beauty,109.58,1,PayPal,2024-04-19,1,South America,No,8.61,118.19,40,Male
O03337,C02127,P0002,Laptop,Electronics,1309.61,2,Gift Card,2025-01-15,12,North America,No,6.32,2625.54,43,Female
O03338,C02932,P0003,Wireless Earbuds,Electronics,133.82,2,PayPal,2024-02-16,1,North America,Yes,10.85,278.49,38,Male
O03339,C01123,P0001,Smartphone,Electronics,665.55,4,PayPal,2025-08-01,13,Europe,No,20.63,2682.83,18,Female
O03340,C00514,P0005,Jeans,Fashion,54.68,4,PayPal,2024-08-21,14,Asia,No,18.76,237.48,22,Male
O03341,C03540,P0005,Jeans,Fashion,58.3,2,Debit Card,2025-05-26,6,North America,No,18.01,134.61,35,Male
O03342,C01236,P0009,Coffee Maker,Home,90.04,1,Credit Card,2025-09-16,9,Asia,No,6.2,96.24,35,Male
O03343,C01440,P0008,Vacuum Cleaner,Home,254.11,4,Debit Card,2023-05-19,5,South America,No,11.49,1027.93,42,Female
O03344,C02612,P0017,Coffee Beans,Grocery,18.13,2,Gift Card,2023-08-07,4,Africa,No,8.42,44.68,58,Male
O03345,C02697,P0014,Skin Care Set,Beauty,85.83,2,Gift Card,2025-04-16,7,Asia,No,6.95,178.61,30,Female
O03346,C01440,P0012,Yoga Mat,Sports,28.98,2,Credit Card,2023-04-25,11,Europe,No,14.08,72.04,16,Female
O03347,C00607,P0009,Coffee Maker,Home,95.8,1,PayPal,2024-05-21,8,Asia,No,18.13,113.93,36,Male
O03348,C00948,P0002,Laptop,Electronics,1249.61,2,Credit Card,2025-04-13,14,Europe,No,8.92,2508.14,34,Male
O03349,C01505,P0002,Laptop,Electronics,1093.02,3,PayPal,2025-06-09,13,North America,No,24.18,3303.24,35,Female
O03350,C00189,P0007,Jacket,Fashion,144.79,2,Credit Card,2023-12-17,2,North America,No,21.62,311.2,12,Female
O03351,C00678,P0017,Coffee Beans,Grocery,19.04,4,Credit Card,2025-04-23,14,North America,No,5.55,81.71,28,Female
O03352,C00677,P0009,Coffee Maker,Home,82.36,3,Credit Card,2023-10-24,14,South America,Yes,11.4,258.48,13,Male
O03353,C00189,P0006,Sneakers,Fashion,129.43,1,Debit Card,2025-12-05,1,Europe,No,9.12,138.55,60,Male
O03354,C03805,P0008,Vacuum Cleaner,Home,238.89,4,Debit Card,2024-10-22,14,Europe,No,5.63,961.19,21,Male
O03355,C03679,P0002,Laptop,Electronics,1091.33,3,Credit Card,2023-03-04,10,North America,No,12.56,3286.55,39,Male
O03356,C02398,P0005,Jeans,Fashion,62.05,2,Debit Card,2024-09-26,1,Africa,No,10.12,134.22,34,Male
O03357,C00607,P0008,Vacuum Cleaner,Home,234.62,4,Gift Card,2025-01-20,1,North America,No,17.83,956.31,54,Male
O03358,C01261,P0008,Vacuum Cleaner,Home,232.92,2,Gift Card,2024-06-10,8,Asia,No,19.66,485.5,33,Female
O03359,C03367,P0003,Wireless Earbuds,Electronics,119.36,3,PayPal,2025-10-28,12,Asia,No,11.09,369.17,28,Female
O03360,C03784,P0007,Jacket,Fashion,148.28,2,Gift Card,2023-12-27,10,South America,No,20.86,317.42,44,Female
O03361,C00607,P0005,Jeans,Fashion,56.26,2,Gift Card,2025-01-06,13,South America,No,19.91,132.43,17,Male
O03362,C02803,P0004,Smart TV,Electronics,1024.0,2,PayPal,2024-05-17,13,Europe,No,22.34,2070.34,28,Female
O03363,C02398,P0004,Smart TV,Electronics,1065.01,1,Debit Card,2023-07-14,12,South America,No,12.12,1077.13,39,Female
O03364,C02181,P0015,Perfume,Beauty,107.16,3,Gift Card,2023-05-22,1,South America,No,11.65,333.13,35,Female
O03365,C03068,P0002,Laptop,Electronics,1168.74,1,Gift Card,2025-11-18,7,South America,No,9.93,1178.67,18,Male
O03366,C02398,P0013,Dumbbells,Sports,64.47,2,Debit Card,2025-02-01,1,South America,No,14.45,143.39,34,Male
O03367,C00974,P0015,Perfume,Beauty,102.5,2,Gift Card,2024-07-14,10,Asia,No,22.56,227.56,38,Female
O03368,C03540,P0002,Laptop,Electronics,1161.14,3,PayPal,2025-04-21,10,Europe,No,16.22,3499.64,33,Male
O03369,C04148,P0005,Jeans,Fashion,56.52,4,Debit Card,2025-03-12,14,Asia,No,22.55,248.63,34,Female
O03370,C03161,P0001,Smartphone,Electronics,676.46,2,Debit Card,2025-08-01,7,Africa,No,6.64,1359.56,48,Female
O03371,C00058,P0002,Laptop,Electronics,1157.76,4,PayPal,2024-08-15,11,Africa,No,9.25,4640.29,18,Female
O03372,C00961,P0009,Coffee Maker,Home,85.43,1,Gift Card,2025-05-01,2,Africa,No,16.56,101.99,34,Male
O03373,C02664,P0008,Vacuum Cleaner,Home,239.8,4,Gift Card,2024-05-05,14,North America,No,14.41,973.61,42,Male
O03374,C03604,P0009,Coffee Maker,Home,96.49,4,Credit Card,2025-10-27,5,South America,No,18.48,404.44,29,Male
O03375,C03537,P0016,Organic Snacks Pack,Grocery,25.97,1,Gift Card,2024-05-22,10,Europe,No,6.77,32.74,16,Male
O03376,C02493,P0004,Smart TV,Electronics,925.23,4,Credit Card,2023-12-13,12,Asia,No,6.18,3707.1,48,Male
O03377,C03596,P0015,Perfume,Beauty,116.92,2,Gift Card,2023-02-15,7,Asia,Yes,24.18,258.02,42,Male
O03378,C00602,P0002,Laptop,Electronics,1108.28,4,Debit Card,2024-08-13,10,Africa,No,24.58,4457.7,31,Female
O03379,C00779,P0009,Coffee Maker,Home,95.09,3,PayPal,2024-01-18,10,Europe,No,13.84,299.11,12,Female
O03380,C02803,P0002,Laptop,Electronics,1173.26,4,Debit Card,2024-12-12,3,Europe,No,19.05,4712.09,45,Female
O03381,C01571,P0001,Smartphone,Electronics,693.41,2,Debit Card,2024-09-13,11,South America,No,19.96,1406.78,52,Male
O03382,C03784,P0009,Coffee Maker,Home,90.1,3,Gift Card,2023-08-19,10,South America,No,18.3,288.6,19,Male
O03383,C03784,P0017,Coffee Beans,Grocery,18.24,2,Credit Card,2025-04-25,10,South America,No,6.77,43.25,42,Female
O03384,C01093,P0008,Vacuum Cleaner,Home,235.92,2,Credit Card,2023-08-22,6,South America,No,9.41,481.25,46,Male
O03385,C00435,P0005,Jeans,Fashion,55.1,3,Gift Card,2023-03-04,3,Europe,No,20.71,186.01,39,Male
O03386,C03989,P0009,Coffee Maker,Home,94.16,4,Debit Card,2023-06-22,14,Europe,No,5.68,382.32,38,Male
O03387,C01440,P0009,Coffee Maker,Home,98.5,2,Debit Card,2025-05-14,7,Asia,No,9.31,206.31,30,Female
O03388,C03627,P0008,Vacuum Cleaner,Home,239.07,4,Credit Card,2024-07-03,11,North America,No,21.51,977.79,40,Male
O03389,C01223,P0006,Sneakers,Fashion,119.85,1,Credit Card,2023-06-07,1,North America,No,9.33,129.18,20,Female
O03390,C00514,P0017,Coffee Beans,Grocery,16.24,4,Credit Card,2023-06-26,11,Asia,No,10.66,75.62,35,Male
O03391,C02027,P0014,Skin Care Set,Beauty,91.69,3,Gift Card,2025-12-26,10,North America,No,5.77,280.84,21,Female
O03392,C00098,P0006,Sneakers,Fashion,129.98,2,Debit Card,2023-06-04,1,Asia,No,24.99,284.95,25,Male
O03393,C02615,P0014,Skin Care Set,Beauty,78.57,1,PayPal,2024-02-21,2,Asia,No,21.91,100.48,35,Female
O03394,C03600,P0013,Dumbbells,Sports,75.43,2,Debit Card,2024-03-11,13,North America,No,24.93,175.79,33,Female
O03395,C01587,P0017,Coffee Beans,Grocery,16.42,3,Credit Card,2023-07-22,14,Europe,No,14.56,63.82,24,Female
O03396,C01850,P0011,Remote Control Car,Toys,72.94,4,Credit Card,2025-09-17,3,South America,No,11.48,303.24,38,Male
O03397,C01170,P0008,Vacuum Cleaner,Home,235.16,2,Credit Card,2023-07-26,11,Europe,No,7.7,478.02,31,Female
O03398,C02147,P0003,Wireless Earbuds,Electronics,139.48,3,Credit Card,2023-01-15,9,Asia,No,18.38,436.82,50,Male
O03399,C03161,P0001,Smartphone,Electronics,645.77,2,PayPal,2025-08-04,11,Europe,No,21.81,1313.35,35,Female
O03400,C02100,P0004,Smart TV,Electronics,1085.69,3,Gift Card,2024-03-18,1,Africa,No,6.5,3263.57,35,Female
O03401,C01712,P0009,Coffee Maker,Home,89.84,1,Credit Card,2025-06-02,10,Europe,No,10.89,100.73,21,Male
O03402,C02398,P0008,Vacuum Cleaner,Home,226.88,4,Gift Card,2024-09-15,2,North America,No,17.74,925.26,24,Male
O03403,C01120,P0003,Wireless Earbuds,Electronics,120.47,4,PayPal,2023-09-07,1,North America,No,17.83,499.71,51,Female
O03404,C00468,P0010,Building Blocks,Toys,46.89,3,PayPal,2024-11-24,6,North America,No,6.65,147.32,26,Male
O03405,C01419,P0015,Perfume,Beauty,112.13,3,Credit Card,2024-01-21,4,South America,No,13.67,350.06,44,Female
O03406,C00607,P0003,Wireless Earbuds,Electronics,137.11,2,Gift Card,2024-10-29,5,Asia,No,11.74,285.96,66,Male
O03407,C00607,P0001,Smartphone,Electronics,629.38,1,Credit Card,2024-08-08,13,South America,No,17.66,647.04,28,Female
O03408,C00607,P0007,Jacket,Fashion,151.28,1,Gift Card,2024-07-25,12,South America,No,19.1,170.38,12,Female
O03409,C00627,P0017,Coffee Beans,Grocery,18.02,3,Credit Card,2024-04-03,8,Asia,No,24.64,78.7,50,Male
O03410,C03298,P0005,Jeans,Fashion,60.07,4,Gift Card,2024-12-04,3,Asia,No,17.57,257.85,20,Female
O03411,C00608,P0009,Coffee Maker,Home,84.75,2,Debit Card,2025-11-05,7,Europe,No,12.28,181.78,21,Female
O03412,C02474,P0006,Sneakers,Fashion,123.32,3,Gift Card,2023-11-22,2,Europe,No,6.73,376.69,36,Female
O03413,C01972,P0003,Wireless Earbuds,Electronics,126.55,2,Gift Card,2025-02-28,10,North America,No,5.52,258.62,48,Male
O03414,C01038,P0016,Organic Snacks Pack,Grocery,22.92,4,Debit Card,2024-07-22,13,North America,No,22.18,113.86,12,Male
O03415,C00836,P0004,Smart TV,Electronics,1000.85,3,PayPal,2025-05-18,9,North America,No,24.11,3026.66,52,Male
O03416,C03156,P0007,Jacket,Fashion,150.36,1,Credit Card,2023-08-05,13,South America,No,20.56,170.92,48,Male
O03417,C03520,P0006,Sneakers,Fashion,121.0,2,Gift Card,2024-07-16,8,Europe,No,6.18,248.18,16,Male
O03418,C00789,P0010,Building Blocks,Toys,40.57,3,Credit Card,2024-02-04,10,Asia,Yes,13.15,134.86,50,Male
O03419,C02653,P0008,Vacuum Cleaner,Home,232.0,1,Debit Card,2023-11-06,12,Africa,No,7.86,239.86,25,Male
O03420,C01840,P0008,Vacuum Cleaner,Home,239.2,1,Debit Card,2025-08-28,11,Africa,No,15.72,254.92,46,Female
O03421,C02398,P0012,Yoga Mat,Sports,29.15,3,Credit Card,2024-09-06,1,Asia,No,17.12,104.57,14,Male
O03422,C02398,P0001,Smartphone,Electronics,634.55,2,Credit Card,2024-07-08,2,Europe,No,20.03,1289.13,56,Female
O03423,C02803,P0006,Sneakers,Fashion,129.36,1,PayPal,2023-08-31,13,North America,No,7.04,136.4,59,Male
O03424,C03148,P0011,Remote Control Car,Toys,75.11,1,Debit Card,2025-07-02,5,Africa,No,24.34,99.45,30,Male
O03425,C02398,P0014,Skin Care Set,Beauty,92.2,4,Credit Card,2025-06-19,8,Asia,No,5.15,373.95,55,Female
O03426,C00836,P0011,Remote Control Car,Toys,80.9,1,Credit Card,2025-08-15,8,Europe,No,5.82,86.72,29,Male
O03427,C01103,P0001,Smartphone,Electronics,748.14,4,PayPal,2024-09-12,6,Asia,No,5.47,2998.03,37,Male
O03428,C02903,P0005,Jeans,Fashion,56.66,2,PayPal,2023-09-22,5,Asia,No,17.27,130.59,29,Male
O03429,C01283,P0006,Sneakers,Fashion,121.34,3,Credit Card,2024-08-18,11,Europe,No,21.0,385.02,42,Male
O03430,C00607,P0001,Smartphone,Electronics,718.79,2,Gift Card,2024-04-08,8,Europe,No,18.48,1456.06,27,Male
O03431,C00607,P0013,Dumbbells,Sports,69.97,2,Gift Card,2023-02-27,4,Africa,No,23.25,163.19,31,Male
O03432,C00435,P0010,Building Blocks,Toys,46.51,2,Debit Card,2025-07-05,10,South America,No,6.95,99.97,26,Female
O03433,C02931,P0010,Building Blocks,Toys,43.37,3,Gift Card,2024-10-29,3,Asia,No,11.64,141.75,62,Female
O03434,C01165,P0007,Jacket,Fashion,152.16,4,Debit Card,2023-02-18,8,Africa,No,18.96,627.6,12,Female
O03435,C03628,P0001,Smartphone,Electronics,745.71,3,PayPal,2025-06-05,8,Asia,No,17.05,2254.18,31,Male
O03436,C01170,P0002,Laptop,Electronics,1204.76,3,Gift Card,2025-06-03,2,North America,No,21.02,3635.3,12,Male
O03437,C03162,P0007,Jacket,Fashion,136.45,2,Debit Card,2025-08-05,5,South America,No,11.63,284.53,12,Male
O03438,C02702,P0017,Coffee Beans,Grocery,17.54,3,PayPal,2023-06-25,10,Europe,No,22.87,75.49,34,Female
O03439,C03338,P0017,Coffee Beans,Grocery,17.69,4,PayPal,2025-05-12,14,Africa,No,23.53,94.29,29,Male
O03440,C04176,P0001,Smartphone,Electronics,648.67,3,Debit Card,2023-02-17,10,South America,No,9.4,1955.41,23,Female
O03441,C03784,P0007,Jacket,Fashion,146.95,4,PayPal,2025-03-31,9,Asia,No,17.28,605.08,25,Female
O03442,C00607,P0009,Coffee Maker,Home,94.93,3,Credit Card,2024-01-11,12,Africa,No,14.98,299.77,55,Female
O03443,C03497,P0003,Wireless Earbuds,Electronics,133.52,1,Debit Card,2023-10-22,3,Europe,No,9.81,143.33,23,Female
O03444,C01565,P0003,Wireless Earbuds,Electronics,129.32,4,Gift Card,2024-07-20,13,Europe,No,20.34,537.62,12,Male
O03445,C00741,P0006,Sneakers,Fashion,110.65,2,Credit Card,2024-05-26,10,Asia,No,11.62,232.92,36,Female
O03446,C02803,P0017,Coffee Beans,Grocery,17.34,4,Debit Card,2023-03-06,1,South America,No,10.64,80.0,22,Female
O03447,C00607,P0007,Jacket,Fashion,159.27,1,PayPal,2024-07-28,13,South America,No,5.3,164.57,49,Male
O03448,C01606,P0001,Smartphone,Electronics,662.53,1,PayPal,2024-04-04,11,Africa,No,20.26,682.79,25,Male
O03449,C01771,P0013,Dumbbells,Sports,68.02,4,Debit Card,2023-06-25,4,Africa,No,23.62,295.7,32,Female
O03450,C02803,P0004,Smart TV,Electronics,944.33,4,Gift Card,2023-10-20,14,Europe,No,10.59,3787.91,23,Female
O03451,C00510,P0008,Vacuum Cleaner,Home,247.13,4,Debit Card,2024-09-03,9,Europe,No,6.98,995.5,35,Male
O03452,C00598,P0001,Smartphone,Electronics,671.32,1,PayPal,2024-01-04,10,Europe,No,13.15,684.47,36,Male
O03453,C03038,P0007,Jacket,Fashion,140.28,2,Credit Card,2024-03-11,13,South America,No,13.12,293.68,20,Female
O03454,C01011,P0002,Laptop,Electronics,1316.69,3,Credit Card,2023-03-15,12,Europe,No,21.39,3971.46,30,Male
O03455,C02144,P0016,Organic Snacks Pack,Grocery,25.0,4,Debit Card,2025-01-09,2,Europe,No,11.04,111.04,31,Male
O03456,C02253,P0001,Smartphone,Electronics,687.53,2,Debit Card,2023-04-16,1,Europe,No,18.43,1393.49,32,Male
O03457,C01385,P0016,Organic Snacks Pack,Grocery,24.37,4,Credit Card,2025-09-30,6,North America,No,9.51,106.99,75,Male
O03458,C02737,P0005,Jeans,Fashion,60.72,3,Credit Card,2024-12-06,10,South America,No,8.68,190.84,41,Female
O03459,C01010,P0012,Yoga Mat,Sports,28.11,4,Credit Card,2024-08-04,12,Africa,Yes,11.81,124.25,39,Female
O03460,C02398,P0017,Coffee Beans,Grocery,17.47,2,Debit Card,2023-01-12,9,Europe,No,16.99,51.93,33,Female
O03461,C02313,P0001,Smartphone,Electronics,669.03,2,Debit Card,2024-03-26,8,North America,No,20.59,1358.65,48,Male
O03462,C02010,P0009,Coffee Maker,Home,92.72,4,PayPal,2026-01-05,13,Asia,Yes,14.37,385.25,12,Male
O03463,C02803,P0004,Smart TV,Electronics,956.97,1,Credit Card,2024-05-22,4,North America,No,19.68,976.65,60,Female
O03464,C00575,P0007,Jacket,Fashion,143.87,1,Credit Card,2024-02-12,10,South America,No,20.14,164.01,17,Male
O03465,C01761,P0004,Smart TV,Electronics,984.6,3,Credit Card,2025-06-01,3,Asia,No,13.41,2967.21,14,Female
O03466,C00304,P0002,Laptop,Electronics,1238.12,3,Debit Card,2025-05-12,13,North America,No,17.96,3732.32,55,Male
O03467,C02398,P0007,Jacket,Fashion,139.8,3,Credit Card,2024-10-25,5,South America,No,6.73,426.13,16,Female
O03468,C03252,P0016,Organic Snacks Pack,Grocery,26.49,1,Debit Card,2023-11-22,8,North America,No,17.5,43.99,50,Male
O03469,C01920,P0001,Smartphone,Electronics,683.73,4,Gift Card,2025-06-29,9,South America,No,17.52,2752.44,39,Male
O03470,C02514,P0004,Smart TV,Electronics,939.96,4,Gift Card,2023-11-12,9,North America,No,9.92,3769.76,40,Male
O03471,C03360,P0011,Remote Control Car,Toys,81.37,4,PayPal,2023-10-16,6,Africa,No,6.43,331.91,29,Female
O03472,C02253,P0015,Perfume,Beauty,108.11,3,PayPal,2023-06-27,14,Europe,No,23.23,347.56,37,Male
O03473,C00798,P0003,Wireless Earbuds,Electronics,121.07,3,PayPal,2024-05-22,10,Europe,No,5.8,369.01,54,Female
O03474,C02193,P0007,Jacket,Fashion,157.57,3,Credit Card,2023-11-07,6,Europe,No,16.29,489.0,30,Male
O03475,C03084,P0002,Laptop,Electronics,1142.32,4,Gift Card,2025-10-31,2,Africa,No,11.89,4581.17,33,Female
O03476,C02398,P0005,Jeans,Fashion,54.6,1,Gift Card,2024-06-18,1,Africa,No,14.57,69.17,40,Male
O03477,C00607,P0014,Skin Care Set,Beauty,90.12,1,PayPal,2024-12-08,4,Europe,No,14.94,105.06,49,Male
O03478,C03252,P0007,Jacket,Fashion,139.18,4,Gift Card,2024-07-22,14,Asia,No,6.88,563.6,40,Male
O03479,C03252,P0008,Vacuum Cleaner,Home,260.02,1,Gift Card,2024-01-18,4,Europe,Yes,12.86,272.88,53,Female
O03480,C02398,P0017,Coffee Beans,Grocery,16.43,2,PayPal,2024-01-16,7,Asia,No,7.89,40.75,66,Female
O03481,C00762,P0014,Skin Care Set,Beauty,92.86,3,Gift Card,2025-10-04,2,Asia,No,23.19,301.77,41,Female
O03482,C02047,P0006,Sneakers,Fashion,122.73,1,PayPal,2024-06-22,4,Africa,No,24.55,147.28,42,Female
O03483,C00643,P0009,Coffee Maker,Home,83.88,2,Credit Card,2024-08-18,13,North America,No,10.57,178.33,25,Female
O03484,C04090,P0009,Coffee Maker,Home,88.32,1,Debit Card,2023-01-18,14,Africa,Yes,7.76,96.08,50,Female
O03485,C03832,P0004,Smart TV,Electronics,964.43,2,Debit Card,2024-11-20,8,North America,No,15.68,1944.54,61,Male
O03486,C02585,P0004,Smart TV,Electronics,1052.13,4,Debit Card,2025-05-11,4,Africa,No,20.01,4228.53,21,Female
O03487,C01761,P0002,Laptop,Electronics,1257.53,4,PayPal,2025-06-27,7,Asia,No,19.04,5049.16,30,Male
O03488,C02354,P0005,Jeans,Fashion,53.96,4,PayPal,2024-09-14,3,North America,No,16.51,232.35,38,Female
O03489,C03540,P0014,Skin Care Set,Beauty,79.0,3,Credit Card,2025-10-13,11,Asia,No,8.92,245.92,45,Female
O03490,C03604,P0009,Coffee Maker,Home,98.5,3,PayPal,2025-08-13,13,North America,No,19.46,314.96,37,Male
O03491,C02803,P0011,Remote Control Car,Toys,83.17,1,Debit Card,2023-02-25,11,Africa,No,6.04,89.21,28,Male
O03492,C02361,P0002,Laptop,Electronics,1102.47,1,Debit Card,2023-10-28,3,South America,No,14.06,1116.53,39,Male
O03493,C03978,P0012,Yoga Mat,Sports,31.16,2,Credit Card,2024-07-12,12,South America,No,23.53,85.85,46,Female
O03494,C03069,P0004,Smart TV,Electronics,979.06,1,Debit Card,2023-01-31,13,South America,No,19.6,998.66,51,Female
O03495,C00961,P0002,Laptop,Electronics,1241.02,3,Debit Card,2025-12-07,3,North America,No,21.97,3745.03,38,Female
O03496,C00120,P0008,Vacuum Cleaner,Home,228.37,3,Credit Card,2023-11-13,7,Africa,No,7.77,692.88,25,Male
O03497,C00961,P0003,Wireless Earbuds,Electronics,129.09,3,Debit Card,2025-03-11,10,Europe,No,10.37,397.64,58,Female
O03498,C00435,P0005,Jeans,Fashion,58.09,4,Debit Card,2025-02-25,14,Africa,No,14.03,246.39,30,Male
O03499,C02190,P0009,Coffee Maker,Home,89.98,1,Gift Card,2023-07-01,11,North America,No,19.8,109.78,35,Male
O03500,C01890,P0006,Sneakers,Fashion,123.36,4,Debit Card,2024-08-14,9,North America,No,10.06,503.5,13,Female
O03501,C03604,P0017,Coffee Beans,Grocery,19.5,4,Debit Card,2023-04-23,8,Europe,No,10.6,88.6,22,Male
O03502,C02361,P0003,Wireless Earbuds,Electronics,132.14,3,PayPal,2023-07-17,7,North America,No,20.27,416.69,18,Male
O03503,C01044,P0001,Smartphone,Electronics,639.93,1,Credit Card,2024-08-26,8,South America,No,22.98,662.91,48,Female
O03504,C00789,P0006,Sneakers,Fashion,126.89,1,Debit Card,2023-05-09,6,Africa,No,15.61,142.5,45,Male
O03505,C01606,P0001,Smartphone,Electronics,669.06,4,Credit Card,2023-05-12,1,Asia,No,17.76,2694.0,47,Female
O03506,C00607,P0008,Vacuum Cleaner,Home,228.19,1,Credit Card,2025-11-14,5,Europe,No,13.11,241.3,22,Female
O03507,C03784,P0006,Sneakers,Fashion,112.58,1,Debit Card,2023-08-06,8,South America,No,17.69,130.27,45,Female
O03508,C01440,P0009,Coffee Maker,Home,89.25,1,Credit Card,2023-04-19,9,Africa,No,12.05,101.3,13,Male
O03509,C02398,P0001,Smartphone,Electronics,643.51,1,PayPal,2024-10-18,2,South America,No,13.07,656.58,12,Female
O03510,C03161,P0012,Yoga Mat,Sports,29.92,3,Credit Card,2024-06-27,13,Africa,No,21.31,111.07,23,Male
O03511,C02416,P0005,Jeans,Fashion,54.93,2,Debit Card,2023-08-05,13,South America,No,14.25,124.11,34,Female
O03512,C02398,P0007,Jacket,Fashion,138.08,3,Gift Card,2025-01-25,8,Africa,No,6.87,421.11,39,Female
O03513,C03702,P0004,Smart TV,Electronics,921.64,4,Gift Card,2025-08-26,13,Asia,No,16.38,3702.94,21,Female
O03514,C02044,P0016,Organic Snacks Pack,Grocery,25.82,4,Credit Card,2023-05-21,8,Asia,No,8.2,111.48,30,Female
O03515,C03161,P0008,Vacuum Cleaner,Home,241.64,1,Debit Card,2024-03-06,10,Asia,No,24.58,266.22,19,Female
O03516,C03170,P0017,Coffee Beans,Grocery,18.52,2,PayPal,2024-12-19,4,South America,No,6.34,43.38,43,Female
O03517,C01478,P0002,Laptop,Electronics,1210.9,2,Debit Card,2024-05-11,14,Asia,No,9.94,2431.74,18,Male
O03518,C01527,P0005,Jeans,Fashion,57.68,2,Gift Card,2023-07-19,9,Asia,No,18.19,133.55,17,Female
O03519,C01761,P0007,Jacket,Fashion,136.3,3,Gift Card,2024-07-08,9,Africa,No,18.63,427.53,32,Female
O03520,C01337,P0009,Coffee Maker,Home,91.89,1,Debit Card,2024-02-25,8,Africa,No,9.16,101.05,30,Male
O03521,C01622,P0006,Sneakers,Fashion,112.91,3,Gift Card,2025-08-10,7,South America,No,23.02,361.75,22,Male
O03522,C01761,P0013,Dumbbells,Sports,71.3,4,PayPal,2024-04-05,7,North America,No,21.22,306.42,48,Female
O03523,C03540,P0009,Coffee Maker,Home,95.6,1,Debit Card,2023-12-10,13,Africa,No,19.2,114.8,54,Female
O03524,C01402,P0003,Wireless Earbuds,Electronics,140.44,4,Gift Card,2024-05-09,7,Europe,No,13.53,575.29,32,Male
O03525,C03540,P0001,Smartphone,Electronics,703.92,3,Credit Card,2025-08-30,7,South America,No,16.29,2128.05,20,Male
O03526,C02664,P0008,Vacuum Cleaner,Home,252.78,3,Gift Card,2023-12-14,4,South America,No,19.3,777.64,61,Female
O03527,C00658,P0017,Coffee Beans,Grocery,19.51,1,PayPal,2023-09-01,2,Europe,No,24.0,43.51,13,Male
O03528,C02139,P0009,Coffee Maker,Home,83.31,3,Debit Card,2025-11-04,2,North America,No,19.65,269.58,24,Female
O03529,C02803,P0007,Jacket,Fashion,136.84,4,Credit Card,2023-06-25,7,North America,Yes,13.85,561.21,49,Male
